"","topic","word","freq"
"92",8,"police",0.944307134315426
"93",8,"times",0.915891856138868
"94",8,"2013",0.834003781443926
"95",8,"sought",0.78498795886297
"96",8,"led",0.755449206779589
"97",9,"convicted",1.22522100695972
"98",9,"reasons",1.06732056492494
"99",9,"rape",0.940129123839109
"100",9,"treason",0.668663492892031
"101",9,"made",0.652520653593178
"102",9,"guidance",0.615947283376736
"103",9,"rate",0.561474647350966
"104",9,"variations",0.51905408328191
"105",9,"use",0.469704631284178
"106",9,"cases",0.468400793499508
"107",9,"across",0.46643402160929
"108",9,"result",0.433766126538905
"109",10,"norbiton",1.02506408598945
"110",10,"vere",1.02506408598945
"111",10,"baroness",0.98931522656026
"112",10,"hl",0.95908999658218
"113",10,"december",0.823180554181024
"114",10,"1051",0.699927717277433
"115",10,"remarks",0.699927717277433
"116",10,"1052",0.504798878982581
"117",10,"religion",0.504798878982581
"118",10,"response",0.432065902187063
"119",10,"director",0.380577074416667
"120",10,"write",0.377599904105481
"121",11,"court",3.81906806568983
"122",11,"appeal",2.40325511309238
"123",11,"leniency",1.85109197394032
"124",11,"sentence",1.64885888105095
"125",11,"prosecutors",1.56896745794317
"126",11,"committed",1.48652797734652
"127",11,"case",1.48274918857135
"128",11,"magistrates",1.47308841558896
"129",11,"offence",1.47256406176981
"130",11,"grounds",1.41777781561525
"131",11,"contempt",1.35096686065426
"132",11,"paralegals",1.16065718870713
"133",12,"marriage",2.07376396923232
"134",12,"force",1.65755829168481
"135",12,"indecent",1.64920977071189
"136",12,"breach",1.24096312042068
"137",12,"downloaded",0.997089995599468
"138",12,"images",0.997089995599468
"139",12,"children",0.894726508663336
"140",12,"displays",0.826061672054605
"141",12,"england",0.800763582445312
"142",12,"people",0.787258172590109
"143",12,"1981",0.784651198637707
"144",12,"prosecute",0.73613630286083
"145",13,"crime",4.62872283842759
"146",13,"hate",3.60748413098873
"147",13,"economic",1.58625100864159
"148",13,"prevent",1.26160110518042
"149",13,"disabilityed",1.2332974345957
"150",13,"tackling",1.22157774223021
"151",13,"conviction",1.18579116110735
"152",13,"knife",1.17393791012108
"153",13,"rate",1.03111431915951
"154",13,"incidents",1.01328059101106
"155",13,"cps",1.00313658730138
"156",13,"wildlife",0.922078254537674
"157",14,"evidence",1.62243951212609
"158",14,"trial",1.22790977630987
"159",14,"cps",1.06719496506557
"160",14,"give",1.04577094963886
"161",14,"court",0.675071441868847
"162",14,"varied",0.651358108347295
"163",14,"drop",0.61870552495905
"164",14,"subsequently",0.593378213615873
"165",14,"dismissal",0.593378213615873
"166",14,"witnesses",0.534992484304918
"167",14,"three",0.53332596690058
"168",14,"offer",0.526663061967235
"169",15,"female",2.38102673171019
"170",15,"genital",1.99024891944304
"171",15,"mutilation",1.99024891944304
"172",15,"unregistered",1.33832686777204
"173",15,"school",1.27123653897958
"174",15,"operating",1.16863519454668
"175",15,"associated",0.910226694480482
"176",15,"male",0.887089968437257
"177",15,"cases",0.749850819573981
"178",15,"person",0.724138234056677
"179",15,"exception",0.656606379934444
"180",15,"oppose",0.656606379934444
"181",16,"procured",1.32367257453828
"182",16,"parliamentary",1.0261850798361
"183",16,"session",1.0261850798361
"184",16,"spend",1.01680427733115
"185",16,"consultancy",0.966043827470177
"186",16,"departments",0.803584726796835
"187",16,"paid",0.702418445271004
"188",16,"answer",0.683527023281281
"189",16,"collated",0.680530841802729
"190",16,"collected",0.646415829222908
"191",16,"law",0.573923976496461
"192",16,"firms",0.549580114558332
"193",17,"refer",1.09278619197567
"194",17,"raise",1.08257007239205
"195",17,"commission",0.837562358019374
"196",17,"awareness",0.704059297908549
"197",17,"charities",0.666606540822312
"198",17,"un",0.618699436781101
"199",17,"specific",0.598665619737241
"200",17,"provide",0.561652940862084
"201",17,"capital",0.525630936354043
"202",17,"partners",0.525080613556769
"203",17,"albert",0.524295616329348
"204",17,"will",0.507806690483427
"205",18,"fund",2.03472222871492
"206",18,"blockbuster",1.57536657485605
"207",18,"serious",1.06818063236837
"208",18,"fraud",1.02161323285001
"209",18,"additional",0.908368736377983
"210",18,"applicant",0.904655578649321
"211",18,"investigate",0.695134716032296
"212",18,"resources",0.638692055556535
"213",18,"hm",0.588344379036447
"214",18,"treasury",0.558180684315382
"215",18,"received",0.502404674695286
"216",18,"office",0.502378110722367
"217",19,"paper",1.19729150423783
"218",19,"panama",0.927613473303013
"219",19,"entitled",0.435540135628507
"220",19,"following",0.424913022250751
"221",19,"scandal",0.377837423620544
"222",19,"exit",0.375706813157159
"223",19,"action",0.372601544530026
"224",19,"9417",0.33803633170156
"225",19,"cm",0.33803633170156
"226",19,"partnership",0.33803633170156
"227",19,"published",0.336039413763717
"228",19,"able",0.317127078233135
"229",20,"information",2.11572319580775
"230",20,"freedom",1.75277082878992
"231",20,"request",1.37056544553465
"232",20,"commissioner",1.06745363014453
"233",20,"respond",0.925589488784331
"234",20,"38",0.827132684994722
"235",20,"exemption",0.827132684994722
"236",20,"individual",0.77521484500593
"237",20,"holds",0.716586107903952
"238",20,"2000",0.705010035690748
"239",20,"law",0.70275545196248
"240",20,"2016",0.691826510840361
"241",21,"executive",3.17963597360851
"242",21,"departments",3.01189195925483
"243",21,"law",2.80507829124924
"244",21,"officer",2.03802493518065
"245",21,"proportion",1.91710534436236
"246",21,"civil",1.88540014778963
"247",21,"disabilityed",1.81559986391126
"248",21,"board",1.75327080900629
"249",21,"white",1.59849292346851
"250",21,"ethnic",1.47312676646032
"251",21,"staff",1.38259702659233
"252",21,"british",1.3078826082464
"253",22,"families",2.31285421159388
"254",22,"test",1.76239117260234
"255",22,"august",1.0532956762957
"256",22,"embed",0.634428462125245
"257",22,"policies",0.629989576308466
"258",22,"assess",0.60801884383122
"259",22,"applied",0.600912800939748
"260",22,"prime",0.559158108020537
"261",22,"hl3576",0.512214131216762
"262",22,"strengthen",0.512214131216762
"263",22,"implement",0.512142345470247
"264",22,"make",0.453869636518942
"265",23,"2016",1.78063924263008
"266",23,"22432",1.57010562949411
"267",23,"20",1.36193115188622
"268",23,"january",1.16916170666307
"269",23,"answer",1.08134173264881
"270",23,"28",1.06602640006132
"271",23,"measure",0.871162482246875
"272",23,"112584",0.735230813313381
"273",23,"october",0.724604851929033
"274",23,"actual",0.719278960196063
"275",23,"principle",0.695953253827797
"276",23,"summary",0.686711699641291
"277",24,"national",2.11256632058019
"278",24,"nonuk",1.17453505482712
"279",24,"debt",1.08124210995614
"280",24,"future",0.86604805686255
"281",24,"fund",0.862605692043715
"282",24,"westminster",0.858502101176024
"283",24,"countries",0.809542966945851
"284",24,"staff",0.722020287374278
"285",24,"charitable",0.671116600343872
"286",24,"objectives",0.671116600343872
"287",24,"charity",0.551117468128221
"288",24,"british",0.543938242830122
"289",25,"crown",4.21443977010535
"290",25,"service",3.97731373027527
"291",25,"prosecute",2.7957648970882
"292",25,"homicide",2.16397872051176
"293",25,"brought",2.09845441085572
"294",25,"inspector",2.0817156895294
"295",25,"hm",2.04091481172949
"296",25,"case",1.4820809400039
"297",25,"manslaughter",1.29984411658752
"298",25,"police",1.27992788905523
"299",25,"2013",1.26907471313045
"300",25,"accused",1.24261756785774
"301",26,"eu",5.76350068816307
"302",26,"uk",4.43308651756382
"303",26,"leave",3.75794065418256
"304",26,"exit",1.87875570806875
"305",26,"potential",1.65746490897568
"306",26,"relate",1.44502114754724
"307",26,"law",1.41126607574809
"308",26,"criminal",1.3117747424714
"309",26,"directive",1.2593206680926
"310",26,"european",1.25018017902845
"311",26,"responsibilities",1.22257617446717
"312",26,"transposed",1.21830465786916
"313",27,"12",1.93996569130209
"314",27,"months",1.8962691723124
"315",27,"65th",0.576165884057768
"316",27,"birthday",0.576165884057768
"317",27,"steel",0.557379365855138
"318",27,"legatum",0.557037515305646
"319",27,"board",0.53424350230115
"320",27,"cyclists",0.510435717604582
"321",27,"pavements",0.510435717604582
"322",27,"ride",0.510435717604582
"323",27,"institute",0.467533570397551
"324",27,"management",0.450829922572063
"325",28,"understanding",1.8596635513128
"326",28,"bono",1.60448579764581
"327",28,"pro",1.60448579764581
"328",28,"work",0.898677364588378
"329",28,"framework",0.877167282669158
"330",28,"public",0.783265830972297
"331",28,"media",0.729720102052182
"332",28,"social",0.687501110039403
"333",28,"promote",0.671310842969841
"334",28,"legal",0.665491711157481
"335",28,"increase",0.537690630796012
"336",28,"large",0.47032642620025
"337",29,"serious",2.84941427453945
"338",29,"fraud",2.72519388625026
"339",29,"bribery",1.67657189080046
"340",29,"corruption",1.58439715631605
"341",29,"rolls",1.47961352315085
"342",29,"royce",1.47961352315085
"343",29,"office",1.34011356930764
"344",29,"overseas",1.29650126103866
"345",29,"allegations",1.21720889394792
"346",29,"performance",1.20804343034516
"347",29,"received",1.16940427172885
"348",29,"countries",0.991502608869395
"349",30,"progress",1.1420465496324
"350",30,"expenditure",0.868008012334996
"351",30,"made",0.84764485128812
"352",30,"targets",0.761244818699012
"353",30,"held",0.701579276677732
"354",30,"reducing",0.69838442847233
"355",30,"meeting",0.675655960942057
"356",30,"nonpayroll",0.665129212553665
"357",30,"cost",0.597347142436783
"358",30,"awaydays",0.592474189188686
"359",30,"departmental",0.573362671266628
"360",30,"increased",0.554877206082083
"361",31,"prison",2.53737282343265
"362",31,"mobile",1.13758832009762
"363",31,"telephone",1.13758832009762
"364",31,"motor",0.849466767204893
"365",31,"vehicle",0.849466767204893
"366",31,"five",0.668940721823425
"367",31,"metropolitan",0.631710902239606
"368",31,"assaults",0.617000074172537
"369",31,"control",0.601746367046361
"370",31,"london",0.586039378396742
"371",31,"recorded",0.561972770573117
"372",31,"january",0.516864160202895
"373",32,"involved",2.00296263202933
"374",32,"perpetrator",1.00276911129295
"375",32,"sexual",0.668625133118538
"376",32,"judicial",0.644270024394337
"377",32,"case",0.628082560979963
"378",32,"harassment",0.548255255973074
"379",32,"one",0.515720150276611
"380",32,"proportion",0.45870750481664
"381",32,"gypsy",0.45140102341172
"382",32,"roma",0.45140102341172
"383",32,"found",0.433656126559976
"384",32,"guilty",0.395054723974568
"385",33,"section",5.90465012252138
"386",33,"act",5.83322139147628
"387",33,"protection",5.14978213053315
"388",33,"1997",4.89126659815909
"389",33,"harassment",4.34185842529724
"390",33,"4a",4.14321829879224
"391",33,"people",3.98231168276697
"392",33,"2a",3.93927972930263
"393",33,"charge",3.32090963568299
"394",33,"offence",2.58517670647325
"395",33,"2004",1.86245299482572
"396",33,"71",1.72910436741192
"397",34,"incite",1.70392759124709
"398",34,"hatred",1.13406464702384
"399",34,"extremism",0.596212869779064
"400",34,"racial",0.503063413759967
"401",34,"religious",0.503063413759967
"402",34,"people",0.49151386027836
"403",34,"charged",0.457861811941478
"404",34,"five",0.435596870004683
"405",34,"effective",0.360071902874974
"406",34,"british",0.33945888964699
"407",34,"nationals",0.326675121409209
"408",34,"1594",0.27905082549416
"409",35,"length",1.40986600876878
"410",35,"arms",0.992119428276776
"411",35,"bodies",0.811749446304082
"412",35,"call",0.503864157162336
"413",35,"establish",0.425419212722266
"414",35,"median",0.42214977401926
"415",35,"direct",0.407405137705242
"416",35,"central",0.405006267625802
"417",35,"digital",0.405006267625802
"418",35,"average",0.375118613981786
"419",35,"lowest",0.374525573993424
"420",35,"earnings",0.359194006008572
"421",36,"violence",3.56514384497702
"422",36,"domestic",3.41162764410087
"423",36,"rape",1.91427535410791
"424",36,"abuse",1.50256733635463
"425",36,"led",1.43099383153556
"426",36,"conviction",1.26822195894893
"427",36,"rate",1.18869291018211
"428",36,"child",1.09081237714797
"429",36,"library",1.08538265519983
"430",36,"cases",1.06109024462214
"431",36,"trafficking",1.00955395473283
"432",36,"human",0.939219564687921
"433",37,"daesh",1.32908171784924
"434",37,"conflict",0.695451523095276
"435",37,"citizens",0.611451917213765
"436",37,"going",0.54470642484808
"437",37,"syria",0.537996855953256
"438",37,"region",0.527452311332253
"439",37,"activities",0.508771435588956
"440",37,"abroad",0.508760334903864
"441",37,"british",0.471763511550337
"442",37,"8633",0.403497342489595
"443",37,"assist",0.385859841624721
"444",37,"handed",0.381996084812468
"445",38,"ireland",1.02398114392523
"446",38,"northern",1.02398114392523
"447",38,"dr",0.633446037352851
"448",38,"mcconnell",0.450733533094464
"449",38,"pastor",0.450733533094464
"450",38,"assembly",0.422028526194983
"451",38,"counterparts",0.405039592764806
"452",38,"kelly",0.403508283190711
"453",38,"overturning",0.403508283190711
"454",38,"classify",0.362601889366281
"455",38,"james",0.359345652435149
"456",38,"palaniappan",0.351203739792373
"457",39,"legal",1.4651169240505
"458",39,"prime",1.43470900868538
"459",39,"syria",1.37266216843254
"460",39,"basis",1.15383569263955
"461",39,"citizens",1.1270393807402
"462",39,"september",1.05553487095346
"463",39,"oral",1.00128139851444
"464",39,"30",0.853088472976733
"465",39,"drone",0.826625002699405
"466",39,"counter",0.785096709267206
"467",39,"official",0.75430942132886
"468",39,"strikes",0.743905604702905
"469",40,"warrant",2.65704744529093
"470",40,"arrest",2.59127143318133
"471",40,"european",2.52390355954493
"472",40,"prosecutorial",1.3512561980284
"473",40,"tool",1.28351772188207
"474",40,"use",1.05965088898519
"475",40,"made",0.790374442733181
"476",40,"damages",0.757864748548677
"477",40,"francovich",0.757864748548677
"478",40,"1991",0.672367362078999
"479",40,"accordance",0.644843351334967
"480",40,"rule",0.622354597084572
"481",41,"budget",1.44372342124983
"482",41,"media",1.40942027097395
"483",41,"2010",1.10976723844195
"484",41,"illness",1.03235330349706
"485",41,"social",0.997590063619527
"486",41,"year",0.84797270141161
"487",41,"spent",0.807451479627204
"488",41,"annual",0.722606915574241
"489",41,"mental",0.688760642462031
"490",41,"due",0.669958102984272
"491",41,"staff",0.640494281722399
"492",41,"platforms",0.550006483422312
"493",42,"cybercrime",1.14366732630722
"494",42,"set",1.03343187946352
"495",42,"fought",0.794215688131509
"496",42,"jihadis",0.794215688131509
"497",42,"aggravated",0.776603972858388
"498",42,"return",0.741804063707133
"499",42,"racial",0.737672814009774
"500",42,"approach",0.699546393477844
"501",42,"prioritised",0.627658608414746
"502",42,"prosecute",0.592248714078585
"503",42,"cps",0.534364531444245
"504",42,"212020",0.524871800729265
"505",43,"deferred",2.25754209068206
"506",43,"agreement",2.15166410178933
"507",43,"men",2.0079910791756
"508",43,"women",1.84885942958605
"509",43,"companies",1.22852278033519
"510",43,"negotiating",1.1744306665628
"511",43,"fraud",1.02020856210632
"512",43,"stop",0.995984132610197
"513",43,"serious",0.9221853497412
"514",43,"31",0.85385605014441
"515",43,"prosecuted",0.809274451956004
"516",43,"left",0.745280790805613
"517",44,"discontinuation",1.12191423113353
"518",44,"drivers",1.06912477168757
"519",44,"dangerous",0.859453830870058
"520",44,"private",0.685686677960041
"521",44,"data",0.61677032441073
"522",44,"rscpa",0.499064696598316
"523",44,"either",0.44847109573964
"524",44,"careless",0.406223700095063
"525",44,"emergency",0.406223700095063
"526",44,"injured",0.384610050239692
"527",44,"mode",0.384610050239692
"528",44,"cabinet",0.373381343848586
"529",45,"per",1.26415676544745
"530",45,"spend",0.860301800544927
"531",45,"overall",0.746837674868648
"532",45,"completed",0.662584291345216
"533",45,"cent",0.510530134319692
"534",45,"increase",0.508688780561259
"535",45,"pay",0.502166780155258
"536",45,"11",0.435063108090767
"537",45,"defendant",0.435063108090767
"538",45,"11888",0.394841065667013
"539",45,"staff",0.37528698442472
"540",45,"capita",0.371456775539786
"541",46,"servants",1.63612572201017
"542",46,"civil",1.62589994424061
"543",46,"channel",1.39691571450847
"544",46,"seconded",1.25482764324963
"545",46,"dedicated",1.04244617747438
"546",46,"provide",0.785735283035307
"547",46,"investigatory",0.773946016850142
"548",46,"32551",0.748010758371451
"549",46,"outside",0.742520819386502
"550",46,"external",0.673144298947195
"551",46,"law",0.664872814455915
"552",46,"departments",0.600939115285463
"553",47,"running",1.04711789789175
"554",47,"carried",0.961469106954596
"555",47,"raf",0.639723164131144
"556",47,"administrative",0.635976855751612
"557",47,"scheme",0.517483668365085
"558",47,"engines",0.505690298835159
"559",47,"stationary",0.505690298835159
"560",47,"existence",0.494833332679712
"561",47,"dog",0.463398896941617
"562",47,"fighting",0.463398896941617
"563",47,"persecution",0.463398896941617
"564",47,"syria",0.46222741309847
"565",48,"team",1.21930213009143
"566",48,"treasury",1.19136453822301
"567",48,"solicitor",1.15525295566447
"568",48,"2014",1.14545617562941
"569",48,"insights",1.12989458853144
"570",48,"lawyers",0.915946739410933
"571",48,"behavioural",0.899515790899793
"572",48,"paid",0.572751393557568
"573",48,"cost",0.433723151182247
"574",48,"2365",0.431960591546206
"575",48,"admin",0.431960591546206
"576",48,"ewhc",0.431960591546206
"577",49,"purse",1.67645763688818
"578",49,"cost",1.56016099672015
"579",49,"public",0.983052151746362
"580",49,"incurred",0.955742479084674
"581",49,"000",0.774528753850612
"582",49,"100",0.774528753850612
"583",49,"packages",0.774528753850612
"584",49,"agreed",0.687151442362438
"585",49,"defended",0.673523434937027
"586",49,"exit",0.548661680239851
"587",49,"value",0.529229628368127
"588",49,"total",0.51239681938609
"589",50,"education",3.51584672100849
"590",50,"attributed",2.65931638880672
"591",50,"estimate",1.67276563137499
"592",50,"legal",1.52434109576028
"593",50,"costs",1.51110058931708
"594",50,"2000",1.11309241415737
"595",50,"will",1.06737334270776
"596",50,"freedom",0.990438340437978
"597",50,"2010",0.869379190532921
"598",50,"treasury",0.691015287503329
"599",50,"information",0.689659507892959
"600",50,"solicitors",0.670069846537706
"601",51,"business",1.35837952976468
"602",51,"subsequent",1.29910627821085
"603",51,"carried",1.15455699208522
"604",51,"fraud",1.02856516872224
"605",51,"convictions",1.02812079773729
"606",51,"area",0.98712886182132
"607",51,"secured",0.984182737043701
"608",51,"ticket",0.962920173777048
"609",51,"five",0.895415977744773
"610",51,"referrals",0.804507527750916
"611",51,"investigated",0.787546511927243
"612",51,"wales",0.755457967551793
"613",52,"2006",1.74739837495615
"614",52,"07",0.915108482997362
"615",52,"borough",0.813711979095144
"616",52,"precharge",0.751482335489467
"617",52,"brought",0.730684143029555
"618",52,"year",0.661006530912932
"619",52,"sale",0.644072648538517
"620",52,"london",0.600564299818707
"621",52,"abuse",0.551347909411132
"622",52,"tobacco",0.541009971685697
"623",52,"prosecuted",0.529278813791997
"624",52,"moped",0.528311512791957
"625",53,"cabinet",2.43063925406884
"626",53,"colleagues",2.37544799729481
"627",53,"international",1.96414913121186
"628",53,"obligations",1.74024476921604
"629",53,"rights",1.56839075294237
"630",53,"human",1.56839075294237
"631",53,"domestic",1.27202191061694
"632",53,"implementation",1.00530935532914
"633",53,"uks",0.902079007696106
"634",53,"legal",0.695746042009136
"635",53,"repeal",0.556562102953454
"636",53,"aggression",0.460754007986782
"637",54,"specialist",1.61527158737155
"638",54,"disqualified",1.35976739424087
"639",54,"criminal",0.826749646270876
"640",54,"16871",0.824108159834583
"641",54,"fraud",0.748223909433142
"642",54,"result",0.72178747120698
"643",54,"division",0.656077399347551
"644",54,"prosecutors",0.623090361873986
"645",54,"24",0.62236906379855
"646",54,"companies",0.61989095451863
"647",54,"election",0.609484173598413
"648",54,"hamlets",0.609484173598413
"649",55,"2003",2.06525634966127
"650",55,"act",1.66306610951644
"651",55,"sexual",1.57469563191032
"652",55,"offence",1.51663836549021
"653",55,"57",1.17469315707935
"654",55,"58",1.17469315707935
"655",55,"charge",0.93837929147384
"656",55,"crown",0.860088180313205
"657",55,"lenders",0.843870865116517
"658",55,"payday",0.843870865116517
"659",55,"service",0.835542761497374
"660",55,"section",0.824366645845876
"661",56,"temporary",1.51799834500492
"662",56,"payment",1.36601807595661
"663",56,"trade",1.33253726647551
"664",56,"staff",1.19852029700221
"665",56,"departments",0.835711006375266
"666",56,"overtime",0.81033950364728
"667",56,"law",0.778326325596785
"668",56,"spent",0.774720862135961
"669",56,"consultancy",0.762353447616511
"670",56,"office",0.672023145036204
"671",56,"five",0.671440392308593
"672",56,"ivory",0.651634270513375
"673",57,"unit",1.75366322618613
"674",57,"kingdom",1.27394275962597
"675",57,"plan",0.778846699991685
"676",57,"thematic",0.640314837499551
"677",57,"review",0.633181929774687
"678",57,"balance",0.579144930429111
"679",57,"competences",0.579144930429111
"680",57,"expenses",0.579144930429111
"681",57,"printing",0.579144930429111
"682",57,"isil",0.552406741850818
"683",57,"carousel",0.529452069293643
"684",57,"broken",0.513809554910359
"685",58,"cyber",2.05627031425616
"686",58,"north",1.58255497943755
"687",58,"crime",0.897054692594771
"688",58,"move",0.62976329115623
"689",58,"staff",0.601113769341661
"690",58,"skills",0.59695254022436
"691",58,"security",0.573748055222715
"692",58,"service",0.528285795391806
"693",58,"west",0.522594098333733
"694",58,"enabled",0.51165447302953
"695",58,"leading",0.460744787486393
"696",58,"prosecuted",0.445374500463838
"697",59,"increase",3.47209196850959
"698",59,"hate",2.19315607700946
"699",59,"number",2.1329273690885
"700",59,"progress",1.85988195295566
"701",59,"crime",1.85182787611785
"702",59,"disability",1.27289017865821
"703",59,"rate",1.16484229275155
"704",59,"made",1.13141216453432
"705",59,"laundering",1.05210319380065
"706",59,"money",0.933812325491378
"707",59,"prosecuted",0.682615538268958
"708",59,"agents",0.556911703685434
"709",60,"unpaid",1.29687421610867
"710",60,"sector",1.28795227588358
"711",60,"status",0.970054933884404
"712",60,"internships",0.739437447713716
"713",60,"private",0.706613161411578
"714",60,"law",0.548209435854855
"715",60,"office",0.510495167929384
"716",60,"nonpolice",0.505429044925098
"717",60,"agencies",0.489441800490809
"718",60,"departments",0.471843307658575
"719",60,"privatisations",0.461437701463607
"720",60,"result",0.443304715067438
"721",61,"order",4.18009450854612
"722",61,"confiscated",2.34306982119513
"723",61,"asset",1.991514073956
"724",61,"freezing",1.86311385988822
"725",61,"outstanding",1.71937099957964
"726",61,"value",1.44845131760254
"727",61,"wasted",1.39453059817578
"728",61,"obtained",1.34949743387387
"729",61,"debt",1.3094609403783
"730",61,"restraining",1.28365997696427
"731",61,"recoverable",1.21806652552454
"732",61,"enforced",1.13273293550337
"733",62,"complaints",3.21911728000023
"734",62,"three",2.48750972142743
"735",62,"stage",1.61117718250489
"736",62,"formal",1.37329367288773
"737",62,"upheld",1.34364435871621
"738",62,"crown",1.23111417885889
"739",62,"service",1.229700332836
"740",62,"year",1.07302528525563
"741",62,"assessor",1.06818433039111
"742",62,"received",0.860666111748655
"743",62,"prosecute",0.799682974955129
"744",62,"independent",0.771808975245717
"745",63,"estate",1.16874161737599
"746",63,"will",1.10950093731903
"747",63,"departmental",1.06366819641249
"748",63,"bill",0.842612825406638
"749",63,"cost",0.803625291314045
"750",63,"replacement",0.755727162323734
"751",63,"estimate",0.740855418552607
"752",63,"law",0.702316517046316
"753",63,"departmental",0.640012566901378
"754",63,"23",0.633737715040712
"755",63,"order",0.595911429018926
"756",63,"usage",0.592577671507772
"757",64,"online",1.78014918760492
"758",64,"neglect",1.09224785016746
"759",64,"flynn",0.660444193689657
"760",64,"older",0.616860374394475
"761",64,"digital",0.570780480317753
"762",64,"wilful",0.566394960872724
"763",64,"administering",0.552021531126788
"764",64,"care",0.542353343189139
"765",64,"report",0.522686495050499
"766",64,"findings",0.498769523893957
"767",64,"homes",0.498769523893957
"768",64,"live",0.487444224667339
"769",65,"two",1.32000938974155
"770",65,"conduct",1.1608054131167
"771",65,"shawcross",0.935266049403025
"772",65,"exercise",0.744570855254679
"773",65,"part",0.735924283573191
"774",65,"debtors",0.601811013989166
"775",65,"investigations",0.562721230994481
"776",65,"wonga",0.56209649649599
"777",65,"207315",0.492135279672248
"778",65,"exchequer",0.469818339639625
"779",65,"full",0.467747809936468
"780",65,"finding",0.454489562917656
"781",66,"2017",0.982340886677795
"782",66,"66990",0.761653821200967
"783",66,"journey",0.717932946085381
"784",66,"priority",0.659409727536824
"785",66,"car",0.636940406627222
"786",66,"main",0.592560854465407
"787",66,"march",0.520432284450859
"788",66,"13",0.489278506550669
"789",66,"red",0.4497106417365
"790",66,"transportation",0.404120398898249
"791",66,"box",0.404120398898249
"792",66,"amount",0.370780880389453
"793",67,"shoplifting",1.38157505215644
"794",67,"undertaken",1.2167919323065
"795",67,"line",1.0079271686964
"796",67,"offences",0.841608390040249
"797",67,"tip",0.841608390040249
"798",67,"2010",0.711404183766455
"799",67,"218070",0.524090668468245
"800",67,"vote",0.485526540682765
"801",67,"2015",0.472442977829195
"802",67,"year",0.431568978974342
"803",67,"made",0.415929697059687
"804",67,"event",0.402543124421906
"805",68,"secure",2.39530857501548
"806",68,"pass",1.45242557707098
"807",68,"premises",1.2446520365672
"808",68,"guards",1.10255319729972
"809",68,"access",0.883330927968074
"810",68,"hold",0.767057785628693
"811",68,"law",0.755028820860131
"812",68,"departments",0.712293114959865
"813",68,"issued",0.610861311390813
