Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Sheerman, Barry","To ask the Secretary of State for Communities and Local Government, how many women's refuges are operating in (a) Huddersfield, (b) Kirklees, (c) Yorkshire and (d) England.",211434,Huddersfield,2014-10-22,"<p>The Statistics requested are not centrally held.<br><br></p><p>Decisions on the provision of accommodation for victims of domestic abuse are for local authorities; we expect local authorities to commission services based on the needs of their communities, taking account of locally available data sources.</p><p> </p><p>The dynamics of domestic abuse mean that accommodation can play an important role in the resolution of interpersonal abuse and conflict. This is why the homelessness legislation in England provides one of the strongest safety nets in the world for families with children and for vulnerable people who become homeless through no fault of their own.</p><p> </p><p>There is a range of support for victims of domestic abuse. Some victims will be accommodated in refuges, but Sanctuary Schemes and mainstream local authority accommodation may be an option for others, while some victims will pursue independent solutions with help and advice from support schemes as necessary.</p><p> </p><p>This Government has secured £6.5 billion investment to help vulnerable people through housing related support. This forms a key element of refuge funding through local authority commissioned services. We also fund UKRefugesOnline a UK wide database of domestic violence services which supports the national 24 hour free phone domestic violence helpline. This service enables those working with victims of domestic violence to identify appropriate services and potential refuge vacancies around the country so that victims can get the help they need as quickly as possible.</p><p> </p><p>This Government has ring-fenced nearly £40 million of funding for specialist local domestic and sexual violence support services until 2015. This funding is used to part-fund 54 multi-agency risk assessment conference co-ordinators and 144 independent domestic violence advisers. We have piloted and rolled out Clare's Law and domestic violence protection orders; extended the definition of domestic abuse to cover controlling behaviour and teenage relationships; run two successful campaigns to challenge perceptions of abuse; and placed Domestic Homicide Reviews on a statutory footing to make sure lessons are learned from individual tragedies.</p><p> </p><p>We are keeping this matter under review, and are keen to support best practice and greater joint working<em>. </em></p>","Hopkins, Kris",2014-10-28,Labour (Co-op)
Baroness King of Bow,To ask Her Majesty’s Government when they will publish the detailed terms of reference for the review of the impact of abolishing Council Tax Benefit.,HL2301,"NA",2014-10-22,"<p>The Department is currently working with the Council Tax Partnership Forum and local authorities to identify appropriate and proportionate data for the independent three-year review of the local council tax support policy.</p><p> </p><p>The timetable, coverage, process for data collection and detailed terms of reference for the review will be agreed and published in due course.</p><p> </p><p>Spending on council tax benefit doubled under the last Government, costing taxpayers £4 billion a year—equivalent to almost £180 a year per household. Welfare reform is vital to tackle the budget deficit by the last Administration.</p><p> </p><p>Our reforms to localise council tax support now give councils stronger incentives to support local firms, cut fraud, promote local enterprise and get people to into work. We are ending the last Administration's 'something for nothing' culture and making work pay.</p>",Lord Ahmad of Wimbledon,2014-11-06,Not found
Baroness King of Bow,"To ask Her Majesty’s Government, further to the Written Answer by Lord Ahmad of Wimbledon on 14 October (HL1902), whether they will place in the Library of the House copies of the correspondence encouraging the London Borough of Tower Hamlets to revise its bid for funding from the Local Growth Fund Housing Revenue Account Borrowing Programme 2015–17.",HL2302,"NA",2014-10-22,"<p>I have today placed copies of the relevant letters - a letter from the Minister for Housing to all stock holding local authorities dated 7 July 2014; a letter from officials to the London Borough of Tower Hamlets also dated 7 July 2014; and a second letter to the authority dated 5 August 2014 - in the Library of the House.</p><p> </p><p>The Greater London Authority, which has an operational involvement in the programme in London, also had discussions with the Council, but such correspondence/information is not held by my Department.</p><p> </p>",Lord Ahmad of Wimbledon,2014-11-19,Not found
Baroness King of Bow,"To ask Her Majesty’s Government, further to the Written Answer by Lord Ahmad of Wimbledon on 15 October (HL1906), whether they will place in the Library of the House the findings of their review into the impact of the abolition of the Discretionary Social Fund.",HL2303,"NA",2014-10-22,<p>The Department for Work and Pensions are undertaking a review into how local welfare provision has been used in 2013/14 and its anticipated use in 2014/15. The Department are making plans to publish the review shortly. A copy will be placed in the Library of House.</p>,Lord Ahmad of Wimbledon,2014-11-05,Not found
Baroness King of Bow,To ask Her Majesty’s Government what is their assessment of the findings of the recent research by Crisis into the treatment of single homeless people by local authorities in England.,HL2305,"NA",2014-10-22,"<p>This Government is committed to preventing and tackling homelessness. We have increased homelessness prevention spending, making over £500 million available since 2010 to local authorities and the voluntary sector to help the most vulnerable in society. <br> <br> We are improving services through the new £8 million Help for Single Homeless Fund. This will enable local authorities, working with local partners such as the health and probation services, to better tackle and prevent single homelessness. <br> <br> We are helping single homeless people find and sustain accommodation in the private rented sector through our £13 million funding to Crisis. By 2016 we expect the Crisis scheme to have helped 10,000 single homeless people since it started in 2010. <br> <br> We are continuing to tackle and prevent rough sleeping. Thousands of vulnerable people have been helped off the streets through the No Second Night Out and Streetlink initiatives. £20 million funding has been made available to the voluntary sector through the Homelessness Transition Fund which has helped No Second Night Out schemes across the country. There have been 18,000 Streetlink referrals since December 2012.</p><p> </p>",Lord Ahmad of Wimbledon,2014-10-29,Not found
"McIntosh, Anne","To ask the Secretary of State for Communities and Local Government, what recent representations he has received on recording of council meetings in public.",211754,Thirsk and Malton,2014-10-23,"<p>I refer the hon. Member to my written answer of 9 October 2014, PQ 208759, and the answer to her of 8 April 2014, <em>Official Report</em>, Column 222W.</p><p> </p><p>We receive correspondence on a range of local government issues.</p><p> </p><p>We have published a plain English guide on the openness of council meetings to help councils, the press and members of the public.</p><p><a href=""http://www.gov.uk/government/publications/open-and-accountable-local-government-plain-english-guide"" target=""_blank"">www.gov.uk/government/publications/open-and-accountable-local-government-plain-english-guide</a></p>","Hopkins, Kris",2014-10-29,Not found
"Ruane, Chris","To ask the Secretary of State for Communities and Local Government, what assessment his Department has made of the effect on changes in spending on local government since May 2010 on (a) staff morale and motivation and (b) level of services.",211756,Vale of Clwyd,2014-10-23,"<p>Whilst savings have been made to help tackle the deficit left by the last Labour Government, they have been over-stated. Local government spending (excluding education) is actually higher than it was under the last Labour Government as the table below illustrates:</p><p><em>Local authority net current expenditure (excluding education) in England (£ million)</em></p><p> </p><table><tbody><tr><td><p><strong>2008-09</strong></p></td><td><p><strong>2009-10</strong></p></td><td><p><strong>2010-11</strong></p></td><td><p><strong>2011-12</strong></p></td><td><p><strong>2012-13</strong></p></td><td><p><strong>2013-14</strong></p></td></tr><tr><td><p>£70,870.578</p></td><td><p>£74,705.768</p></td><td><p>£75,956.637</p></td><td><p>£75,000.191</p></td><td><p>£74,807.852</p></td><td><p>£77,063.700</p></td></tr></tbody></table><p><sup>Note: Local government spending on education has structurally fallen due to the transfer of schools to Academy status, which are not funded through Local Education Authorities.</sup></p><p>We have not undertaken any assessment of staff morale, as employment decisions are a matter for local councils as employers. However, residents’ satisfaction is either the same or has increased according to independent surveys:</p><p> </p><p>• Research by ICM has found that 57 per cent of the public think that the quality of public services has improved or stayed the same compared to five years ago. Recycling collections, parks and open spaces, leisure centres and refuse collections are areas where the public think services have particularly improved (ICM Research, <em>BBC News Bailout Anniversary Poll: Attitudes towards public services</em>, September 2013).</p><p> </p><p> </p><p>• Opinion research by PwC in 2014 has noted: ‘As with our 2013 survey, almost half of the public we surveyed were unaware of any reductions in local council services in their area. To some extent, this is a testament to the success of local authorities to date in focussing on internal efficiencies while protecting the frontline’ (PwC, <em>The Local State We’re In: PwC’s annual local government survey</em>, 2014, p.7).</p><p> </p><p> </p><p>• A Ipsos Mori survey in 2014 has found that two-thirds (63 per cent) of local residents have said that local authority budget reductions have not made a noticeable difference to services (Zurich Municipal, <em>A new world of risk; change for good</em>, July 2014, p.19).</p><p> </p><p> </p><p>• The number of respondents who were very or fairly satisfied with the way their local council runs things was 69 per cent in October 2010 (LGA, <em>Polling on resident satisfaction with councils</em>, September 2012). The latest 2014 figures were 70 per cent and 67 per cent (LGA, <em>Polling on resident satisfaction with councils, Full report</em>, January and July 2014).</p><p> </p><p>This shows the scope for the public sector to make sensible savings, whilst protecting frontline services and keeping council tax down.</p><p> </p>","Hopkins, Kris",2014-11-03,Labour
"Robertson, Laurence","To ask the Secretary of State for Communities and Local Government, what methodology his Department recommends for the calculation of five year land supplies; whether planning authorities are required to use regional spatial strategy figures in such calculations; and if he will make a statement.",211685,Tewkesbury,2014-10-23,"<p>The Coalition Government has abolished the last Administration’s top-down Regional Strategies which imposed housing numbers on local councils and fuelled resentment against new development.<br><br>Our planning reforms have ensured that councils should determine where new homes should and should not go through their Local Plans. It is for elected local councils working with their local communities to decide how best to meet their objectively assessed housing needs.</p><p><br>Our Planning Guidance, which we published on 6 March, sets out a clear and simplified methodology for assessing development needs for housing. Planning ahead for housing is the best way to make sure communities and business can have confidence and ensure enough housing is delivered to meet local needs.</p><p> </p><p>Housing projections provide the starting point estimate of overall housing need, but can then be adjusted to reflect other factors including any constraints on land. This creates a housing requirement figure, which is used as the starting point for calculating a five-year land supply.</p>","Lewis, Brandon",2014-10-28,Conservative
"Flynn, Paul","To ask the Secretary of State for Communities and Local Government, whether, in delivery of the Zero Carbon Homes policy, house builders can contract with a third party to deliver the carbon abatement measures outside of the built environment in (a) renewable energy technologies, (b) carbon capture and storage and (c) nuclear power in order to meet the house builder's zero carbon obligation.",211768,Newport West,2014-10-23,"<p>The Government intends to adopt a flexible approach to defining the off site carbon abatement measures (allowable solutions) which can be supported by house builders to meet their zero carbon obligation and not apply restrictions which would rule out innovative, cost effective approaches. The Government’s consultation on “Next Steps to Zero Carbon – Allowable Solutions” set out examples of potential measures which could be supported, including renewable energy measures. The Government has not considered support for carbon capture and storage or nuclear power in the context of allowable solutions. However, the criteria based approach set out in the consultation for identifying appropriate carbon abatement measures would require that measures will need to bring forward additional, verifiable carbon savings at a cost effective price. Given carbon capture and storage, and nuclear power, would have high upfront costs, they would be unlikely to be cost-effective.</p>","Williams, Stephen",2014-10-30,Labour
"Fitzpatrick, Jim","To ask the Secretary of State for Communities and Local Government, what assessment he has made of the effectiveness of the Regulatory Reform (Fire Safety) Order 2005 in providing (a) adequate fire safety and (b) appropriate fire drills, including evacuations, for (i) airport termini and (ii) hospitals.",211861,Poplar and Limehouse,2014-10-24,"<p>It is the responsibility of enforcing authorities to satisfy themselves that the responsible person has complied with their duties under the Fire Safety Order 2005.</p><p> </p><p>Under the Fire Safety Order, building owners are required to carry out a fire risk assessment of their premises and put in place and maintain adequate and appropriate fire safety measures to ensure that the risk to life in the event of fire is reduced to as low as reasonably practicable. The Order is not prescriptive about what particular safety measures are needed; these are for the building owner to determine based on the specific circumstances of their building and the needs of the occupants, including those who may be particularly vulnerable to the risk from fire.</p><p> </p><p> </p>","Mordaunt, Penny",2014-11-03,Labour
Baroness Royall of Blaisdon,To ask Her Majesty’s Government what assessment they have made of the research conducted by Women's Aid on the number of women's refuge spaces for victims of domestic violence; and what plans they have to support the remaining women's refuge centres in dealing with increased demand for their services.,HL2416,"NA",2014-10-27,"<p>The Government does not record the number of or the location of refuges in England. Decisions on the provision of accommodation for victims of domestic abuse are for local authorities: we expect local authorities to commission services based on the needs of their communities, taking account of locally available data sources.</p><p>The Government does not directly fund women's refuges. However, this Government has invested £6.5 billion investment to help vulnerable people through housing related support. A proportion of this money will be used by local authorities to commission refuge services. In addition we have made over £500 million available since 2010 to local authorities and the voluntary sector to prevent and tackle homelessness and rough sleeping. This funding will also help the most vulnerable in society, including victims of domestic abuse.</p><p>The dynamics of domestic abuse mean that accommodation can play an important role in the resolution of interpersonal abuse and conflict. This is why the homelessness legislation in England provides one of the strongest safety nets in the world for families with children and for vulnerable people who become homeless through no fault of their own.</p><p>There is a range of support for victims of domestic abuse. Some victims will be accommodated in refuges, but Sanctuary Schemes and mainstream local authority accommodation may be an option for others, while some victims will pursue independent solutions with help and advice from support schemes as necessary.</p><p>We also fund UKRefugesOnline a UK wide database of domestic violence services which supports the national 24 hour free phone domestic violence helpline. This service enables those working with victims of domestic violence to identify appropriate services and potential refuge vacancies around the country so that victims can get the help they need as quickly as possible.</p><p>This Government has ring-fenced nearly £40 million of funding for specialist local domestic and sexual violence support services until 2015. This funding is used to part-fund 54 multi-agency risk assessment conference co-ordinators and 144 independent domestic violence advisers. We have piloted and rolled out Clare's Law and domestic violence protection orders; extended the definition of domestic abuse to cover controlling behaviour and teenage relationships; run two successful campaigns to challenge perceptions of abuse; and placed Domestic Homicide Reviews on a statutory footing to make sure lessons are learned from individual tragedies.</p><p>We are keeping this matter under review, and are keen to support best practice and greater joint working.</p>",Lord Ahmad of Wimbledon,2014-10-31,Not found
Baroness Royall of Blaisdon,To ask Her Majesty’s Government what assessment they have made of research conducted by Women's Aid on the number of bed spaces for victims of domestic violence in the south west of England; and what assessment they have made of the impact on any shortfall on the existing services in Stroud.,HL2417,"NA",2014-10-27,"<p>The Government does not record the number of or the location of refuges in England. Decisions on the provision of accommodation for victims of domestic abuse are for local authorities: we expect local authorities to commission services based on the needs of their communities, taking account of locally available data sources.</p><p>The Government does not directly fund women's refuges. However, this Government has invested £6.5 billion investment to help vulnerable people through housing related support. A proportion of this money will be used by local authorities to commission refuge services. In addition we have made over £500 million available since 2010 to local authorities and the voluntary sector to prevent and tackle homelessness and rough sleeping. This funding will also help the most vulnerable in society, including victims of domestic abuse.</p><p>The dynamics of domestic abuse mean that accommodation can play an important role in the resolution of interpersonal abuse and conflict. This is why the homelessness legislation in England provides one of the strongest safety nets in the world for families with children and for vulnerable people who become homeless through no fault of their own.</p><p>There is a range of support for victims of domestic abuse. Some victims will be accommodated in refuges, but Sanctuary Schemes and mainstream local authority accommodation may be an option for others, while some victims will pursue independent solutions with help and advice from support schemes as necessary.</p><p>We also fund UKRefugesOnline a UK wide database of domestic violence services which supports the national 24 hour free phone domestic violence helpline. This service enables those working with victims of domestic violence to identify appropriate services and potential refuge vacancies around the country so that victims can get the help they need as quickly as possible.</p><p>This Government has ring-fenced nearly £40 million of funding for specialist local domestic and sexual violence support services until 2015. This funding is used to part-fund 54 multi-agency risk assessment conference co-ordinators and 144 independent domestic violence advisers. We have piloted and rolled out Clare's Law and domestic violence protection orders; extended the definition of domestic abuse to cover controlling behaviour and teenage relationships; run two successful campaigns to challenge perceptions of abuse; and placed Domestic Homicide Reviews on a statutory footing to make sure lessons are learned from individual tragedies.</p><p>We are keeping this matter under review, and are keen to support best practice and greater joint working.</p>",Lord Ahmad of Wimbledon,2014-10-31,Not found
Baroness Royall of Blaisdon,"To ask Her Majesty’s Government how much funding was allocated to women's refuge centres in (1) May 2010, and (2) September 2014.",HL2418,"NA",2014-10-27,"<p>The Government does not record the number of or the location of refuges in England. Decisions on the provision of accommodation for victims of domestic abuse are for local authorities: we expect local authorities to commission services based on the needs of their communities, taking account of locally available data sources.</p><p>The Government does not directly fund women's refuges. However, this Government has invested £6.5 billion investment to help vulnerable people through housing related support. A proportion of this money will be used by local authorities to commission refuge services. In addition we have made over £500 million available since 2010 to local authorities and the voluntary sector to prevent and tackle homelessness and rough sleeping. This funding will also help the most vulnerable in society, including victims of domestic abuse.</p><p>The dynamics of domestic abuse mean that accommodation can play an important role in the resolution of interpersonal abuse and conflict. This is why the homelessness legislation in England provides one of the strongest safety nets in the world for families with children and for vulnerable people who become homeless through no fault of their own.</p><p>There is a range of support for victims of domestic abuse. Some victims will be accommodated in refuges, but Sanctuary Schemes and mainstream local authority accommodation may be an option for others, while some victims will pursue independent solutions with help and advice from support schemes as necessary.</p><p>We also fund UKRefugesOnline a UK wide database of domestic violence services which supports the national 24 hour free phone domestic violence helpline. This service enables those working with victims of domestic violence to identify appropriate services and potential refuge vacancies around the country so that victims can get the help they need as quickly as possible.</p><p>This Government has ring-fenced nearly £40 million of funding for specialist local domestic and sexual violence support services until 2015. This funding is used to part-fund 54 multi-agency risk assessment conference co-ordinators and 144 independent domestic violence advisers. We have piloted and rolled out Clare's Law and domestic violence protection orders; extended the definition of domestic abuse to cover controlling behaviour and teenage relationships; run two successful campaigns to challenge perceptions of abuse; and placed Domestic Homicide Reviews on a statutory footing to make sure lessons are learned from individual tragedies.</p><p>We are keeping this matter under review, and are keen to support best practice and greater joint working.</p>",Lord Ahmad of Wimbledon,2014-10-31,Not found
Baroness Royall of Blaisdon,"To ask Her Majesty’s Government how many women's refuge centres were open in (1) May 2010, and (2) September 2014.",HL2419,"NA",2014-10-27,"<p>The Government does not record the number of or the location of refuges in England. Decisions on the provision of accommodation for victims of domestic abuse are for local authorities: we expect local authorities to commission services based on the needs of their communities, taking account of locally available data sources.</p><p>The Government does not directly fund women's refuges. However, this Government has invested £6.5 billion investment to help vulnerable people through housing related support. A proportion of this money will be used by local authorities to commission refuge services. In addition we have made over £500 million available since 2010 to local authorities and the voluntary sector to prevent and tackle homelessness and rough sleeping. This funding will also help the most vulnerable in society, including victims of domestic abuse.</p><p>The dynamics of domestic abuse mean that accommodation can play an important role in the resolution of interpersonal abuse and conflict. This is why the homelessness legislation in England provides one of the strongest safety nets in the world for families with children and for vulnerable people who become homeless through no fault of their own.</p><p>There is a range of support for victims of domestic abuse. Some victims will be accommodated in refuges, but Sanctuary Schemes and mainstream local authority accommodation may be an option for others, while some victims will pursue independent solutions with help and advice from support schemes as necessary.</p><p>We also fund UKRefugesOnline a UK wide database of domestic violence services which supports the national 24 hour free phone domestic violence helpline. This service enables those working with victims of domestic violence to identify appropriate services and potential refuge vacancies around the country so that victims can get the help they need as quickly as possible.</p><p>This Government has ring-fenced nearly £40 million of funding for specialist local domestic and sexual violence support services until 2015. This funding is used to part-fund 54 multi-agency risk assessment conference co-ordinators and 144 independent domestic violence advisers. We have piloted and rolled out Clare's Law and domestic violence protection orders; extended the definition of domestic abuse to cover controlling behaviour and teenage relationships; run two successful campaigns to challenge perceptions of abuse; and placed Domestic Homicide Reviews on a statutory footing to make sure lessons are learned from individual tragedies.</p><p>We are keeping this matter under review, and are keen to support best practice and greater joint working.</p>",Lord Ahmad of Wimbledon,2014-10-31,Not found
Baroness Royall of Blaisdon,To ask Her Majesty’s Government what are the names and locations of all women's refuge centres in the United Kingdom.,HL2420,"NA",2014-10-27,"<p>The Government does not record the number of or the location of refuges in England. Decisions on the provision of accommodation for victims of domestic abuse are for local authorities: we expect local authorities to commission services based on the needs of their communities, taking account of locally available data sources.</p><p>The Government does not directly fund women's refuges. However, this Government has invested £6.5 billion investment to help vulnerable people through housing related support. A proportion of this money will be used by local authorities to commission refuge services. In addition we have made over £500 million available since 2010 to local authorities and the voluntary sector to prevent and tackle homelessness and rough sleeping. This funding will also help the most vulnerable in society, including victims of domestic abuse.</p><p>The dynamics of domestic abuse mean that accommodation can play an important role in the resolution of interpersonal abuse and conflict. This is why the homelessness legislation in England provides one of the strongest safety nets in the world for families with children and for vulnerable people who become homeless through no fault of their own.</p><p>There is a range of support for victims of domestic abuse. Some victims will be accommodated in refuges, but Sanctuary Schemes and mainstream local authority accommodation may be an option for others, while some victims will pursue independent solutions with help and advice from support schemes as necessary.</p><p>We also fund UKRefugesOnline a UK wide database of domestic violence services which supports the national 24 hour free phone domestic violence helpline. This service enables those working with victims of domestic violence to identify appropriate services and potential refuge vacancies around the country so that victims can get the help they need as quickly as possible.</p><p>This Government has ring-fenced nearly £40 million of funding for specialist local domestic and sexual violence support services until 2015. This funding is used to part-fund 54 multi-agency risk assessment conference co-ordinators and 144 independent domestic violence advisers. We have piloted and rolled out Clare's Law and domestic violence protection orders; extended the definition of domestic abuse to cover controlling behaviour and teenage relationships; run two successful campaigns to challenge perceptions of abuse; and placed Domestic Homicide Reviews on a statutory footing to make sure lessons are learned from individual tragedies.</p><p>We are keeping this matter under review, and are keen to support best practice and greater joint working.</p>",Lord Ahmad of Wimbledon,2014-10-31,Not found
