Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Edwards, Jonathan","To ask the Secretary of State for International Trade, with how many countries the EU has trade agreements in place; and how many countries the UK plans to negotiate trade agreements with as a result of the outcome of the EU referendum.",42776,Carmarthen East and Dinefwr,2016-07-14,<p>The EU has trade agreements in place with over 50 countries. The Prime Minister has established the Department for International Trade for promoting British trade across the world and ensuring the UK takes advantage of the huge opportunities open to us. She has also established a Department for Exiting the European Union for overseeing negotiations to leave the EU and establishing the future relationship between the UK and EU. We are exploring a range of options to maximise the opportunities for the UK’s future trading relations.</p>,"Hands, Greg",2016-09-20,Plaid Cymru
Lord Myners,To ask Her Majesty’s Government whether they plan to establish a scheme to retrain as trade negotiators people with experience of high level intergovernmental and global institutional practice.,HL1267,NA,2016-07-18,"<p>My right hon. Friend the Prime Minister has created the Department for International Trade, which is responsible for promoting British trade across the world and ensuring the UK takes advantage of the huge opportunities open to us. We are building up our trade policy capability. ​The Department has begun a process to recruit and train staff to work on the UK’s trade policy. We will adapt the resource devoted to trade policy in line with future demands.</p><p> </p>",Lord Price,2016-07-25,Not found
"Harman, Harriet","To ask the Secretary of State for International Trade, how many full-time equivalent officials in (a) his Department and (b) other government departments work in the National Contact Point for the OECD Guidelines; and what the grades are of those officials.",43211,Camberwell and Peckham,2016-07-18,"<p>(a) The current allocation for staff in the UK National Contact Point is half a Grade 7, one full-time Senior executive officer and one full-time Higher executive officer.</p><p> </p><p>(b) None in other Departments.</p>","Hands, Greg",2016-07-21,Labour
"Cunningham, Jim","To ask the Secretary of State for International Trade, how many trade specialists are currently employed by his Department; and if he will make a statement.",43019,Coventry South,2016-07-18,"<p>There are currently in excess of 50 civil servants in my Department primarily working on trade policy. They are assisted by officials in other Government Departments, notably the Department for Exiting the EU, the Department for Business, Energy and Industrial Strategy, the Department for International Development and the Foreign and Commonwealth Office, as well as by other officials within my Department for whom trade policy is not their primary responsibility.</p>","Hands, Greg",2016-07-21,Labour
"Cunningham, Jim","To ask the Secretary of State for International Trade, what estimate he has made of his Department's total budget in each of the next five years; and if he will make a statement.",43018,Coventry South,2016-07-18,<p>The Department for International Trade is currently being established. This requires machinery of government changes which are ongoing.</p><p> </p><p>Parliamentary budget delegations will be amended in due course.</p><p> </p>,"Hands, Greg",2016-07-21,Labour
"MacNeil, Angus Brendan","To ask the Secretary of State for International Trade, how much shellfish was exported from (a) England and (b) Scotland in the last 12 months for which figures are available.",43001,Na h-Eileanan an Iar,2016-07-18,"<p>HMRC special analysis showing the value of shellfish exports from England and Scotland is set out in the table below. Data are provisional and subject to revision.</p><p> </p><table><tbody><tr><td colspan=""2""><p>Exports of shellfish (£million)</p></td></tr><tr><td colspan=""2""><p>April 2015 to March 2016</p></td></tr><tr><td><p> </p></td><td><p> </p></td></tr><tr><td><p>England</p></td><td><p>191</p></td></tr><tr><td><p>Scotland</p></td><td><p>185</p></td></tr><tr><td colspan=""2""><p>Source: HMRC special analysis of Regional Trade Statistics database</p></td></tr></tbody></table>","Garnier, Mark",2016-07-25,Scottish National Party
"MacNeil, Angus Brendan","To ask the Secretary of State for International Trade, how much Scotch whisky was exported from (a) England and (b) Scotland in the last 12 months for which figures are available.",43000,Na h-Eileanan an Iar,2016-07-18,"<p>HMRC special analysis showing the value of Scotch Whisky exports from England and Scotland is set out in the table below. Data are provisional and subject to revision.</p><p> </p><table><tbody><tr><td colspan=""2""><p>Exports of Scotch Whisky (£million)</p></td></tr><tr><td colspan=""2""><p>April 2015 to March 2016</p></td></tr><tr><td><p> </p></td></tr><tr><td><p>England</p></td><td><p>144</p></td></tr><tr><td><p>Scotland</p></td><td><p>3,554</p></td></tr><tr><td colspan=""2""><p>Source: HMRC special analysis of Regional Trade Statistics database</p></td></tr></tbody></table>","Garnier, Mark",2016-07-25,Scottish National Party
"Cunningham, Jim","To ask the Secretary of State for International Trade, what estimate he has made of the number of officials that will be employed by his Department in each of the next three years; and if he will make a statement.",43143,Coventry South,2016-07-18,<p>The Department for International Trade is currently being established. This requires machinery of government changes which are ongoing; it is too early to say the exact number of officials that will be employed in the new Department. We will inform the House in due course.</p>,"Garnier, Mark",2016-07-22,Labour
"Ashworth, Jonathan","To ask the Secretary of State for International Trade, what steps he plans to take to reduce the UK's trade deficit.",43193,Leicester South,2016-07-18,"<p>Since 2010 the Government has succeeded in reducing the trade deficit by £4bn or 9.4% through a number of measures delivered by UKTI such as the Exporting is GREAT campaign. We will continue this work and boost our delivery of assistance to British business through new initiatives such as the Directory of Exporters, due to be formally launched in November, and other measures.</p>","Garnier, Mark",2016-07-25,Labour (Co-op)
"Lynch, Holly","To ask the Secretary of State for International Trade, whether UK trade negotiators will be instructed to consider the risks and opportunities for poverty reduction in the least developed countries during future negotiations of trade deals.",43100,Halifax,2016-07-18,<p>The UK Government is committed to ensuring developing countries can reduce poverty through trading opportunities. Trading arrangements that do not involve developing countries can still have an impact on them. Such impacts will be taken into account as the UK develops its international trade policy.</p><p> </p><p> </p>,"Hands, Greg",2016-07-21,Labour
"Lynch, Holly","To ask the Secretary of State for International Trade, what steps he is taking to ensure that the UK's future trade agreements take into account their potential effect on exports from the least developed countries to the UK.",43101,Halifax,2016-07-18,<p>The UK Government is committed to ensuring developing countries can reduce poverty through trading opportunities. As the UK prepares to leave the EU there will be no initial change in the way we trade with developing countries. The UK has a unique opportunity to shape a bright future for the UK and its trading relationship with developing countries.</p><p> </p><p> </p>,"Hands, Greg",2016-07-21,Labour
"Ashworth, Jonathan","To ask the Secretary of State for International Trade, whether he plans to maintain the target set by the last Government to raise the level of British exports to £1 trillion by 2020.",43108,Leicester South,2016-07-18,"<p>The Government is continuing to drive progress against its manifesto commitments of having 100,000 more UK companies exporting in 2020 than in 2010 and reaching £1 trillion exports in 2020. To support these efforts, the Prime Minister created the Department for International Trade, which will develop, coordinate and deliver trade and investment policy to promote UK business across the globe.</p><p> </p>","Garnier, Mark",2016-07-21,Labour (Co-op)
"Ashworth, Jonathan","To ask the Secretary of State for International Trade, who he has appointed as his new special advisers.",43064,Leicester South,2016-07-18,<p>A list of Special Advisers in Government will be published in due course.</p><p> </p>,"Fox, Dr Liam",2016-07-26,Labour (Co-op)
"Rosindell, Andrew","To ask the Secretary of State for International Trade, which countries the Government has approached or been approached by to discuss trade deals; and when he plans to commence such discussions.",43283,Romford,2016-07-18,"<p>My Rt hon Friend the Prime Minister has established the Department for International Trade to promote British trade across the world and ensure the UK takes advantage of the huge opportunities open to us. We are exploring a range of options to maximise the opportunities for the UK’s future trading relations. However, until we leave, the UK will remain a full member of the EU, with all of the rights and obligations.</p>","Hands, Greg",2016-09-09,Conservative
"Rosindell, Andrew","To ask the Secretary of State for International Trade, by what process the Government plans to recruit trade negotiators; and how many trade negotiators the Government plans to recruit.",43292,Romford,2016-07-18,<p>My Rt Hon Friend the Prime Minister has established the Department for International Trade to promote British trade across the world and take advantage of huge opportunities. We are beginning the process of recruiting trade negotiators in anticipation of the period of leading up to exiting the European Union after the completion of Article 50 negotiations. We are building our trade policy capability over this period and the process of recruiting staff is underway.</p><p><strong> </strong></p>,"Garnier, Mark",2016-07-28,Conservative
"Goodman, Helen","To ask the Secretary of State for International Trade, what representations he has received from non-governmental organisations on the reported use of arms sold by Britain to Saudi Arabia in Yemen.",43357,Bishop Auckland,2016-07-19,<p>There have been no representations from non-governmental organisations on the reported use of arms sold by Britain to Saudi Arabia in Yemen.</p>,"Garnier, Mark",2016-09-05,Labour
"Lammy, David","To ask the Secretary of State for International Trade, what estimate his Department has made of how long it will take to negotiate the UK's membership of the World Trade Organisation when the UK leaves the EU.",43432,Tottenham,2016-07-19,"<p>The UK is a Member of the WTO in its own right. However, in leaving the EU, we will need to update the terms of our WTO membership where, at present, our commitments are applied through the EU as a whole.</p><p> </p><p>We recognise the need to work with the EU and with other WTO Members in order to ensure a smooth transition which minimises the disruption to our trading relationships with other WTO Members, including developing country Members and our closest trading partners.</p><p> </p>","Garnier, Mark",2016-07-26,Labour
"Lammy, David","To ask the Secretary of State for International Trade, how many trade negotiators are employed by his Department.",43433,Tottenham,2016-07-19,"<p><strong> </strong></p><p>The Rt hon Member will be aware that my Rt hon Friend the Prime Minister has created a new Department for International Trade, which is responsible for promoting British trade across the world and ensuring the UK takes advantage of the huge opportunities open to us. We are building up our trade policy capability. ​The new Department has begun a process to recruit and train staff to work on the UK’s trade policy. We will adapt the resource devoted to trade policy in line with future demands.</p><p><strong> </strong></p><p><strong> </strong></p><p><strong> </strong></p>","Hands, Greg",2016-09-01,Labour
"Lammy, David","To ask the Secretary of State for International Trade, what estimate his Department has made of how long it will take to negotiate bilateral trade deals with (a) USA, (b) China, (c) Japan, (d) Canada and (e) other large non-EU trading partners once the UK leaves the EU.",43431,Tottenham,2016-07-19,"<p>I refer the Rt hon Member to the answer of 21 July to UIN <a href=""http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-07-13/42585/"" target=""_blank"">42585</a>.</p>","Hands, Greg",2016-09-01,Labour
"Lammy, David","To ask the Secretary of State for International Trade, what estimate his Department has made of how long it will take to negotiate a trade deal with the EU after the UK leaves the EU.",43429,Tottenham,2016-07-19,<p>It is in the interests of all parties to secure an agreement that provides the basis for the fullest possible market access. The timescale will partly be determined by the discussions held prior to Brexit.</p><p> </p>,"Garnier, Mark",2016-07-25,Labour
"Lammy, David","To ask the Secretary of State for International Trade, what plans his Department has to hire third party contractors to support its work on trade negotiations; what the duration of such contracts will be; and what estimate his Department has made of the cost to the public purse of such contractors over the lifetime of those contracts.",43398,Tottenham,2016-07-19,"<p><strong> </strong></p><p>The Rt hon Member will be aware that my Rt hon Friend the Prime Minister has created a new Department for International Trade, which is responsible for promoting British trade across the world and ensuring the UK takes advantage of the huge opportunities open to us. We are building up our trade policy capability. ​The new Department has begun a process to recruit and train staff to work on the UK’s trade policy. We will adapt the resource devoted to trade policy in line with future demands.</p><p><strong> </strong></p><p><strong> </strong></p><p><strong> </strong></p>","Hands, Greg",2016-09-01,Labour
"Lammy, David","To ask the Secretary of State for International Trade, what estimate his Department has made of the number of trade negotiators required to negotiate the UK's trade deals when the UK leaves the EU.",43430,Tottenham,2016-07-19,"<p><strong> </strong></p><p>The Rt hon Member will be aware that my Rt hon Friend the Prime Minister has created a new Department for International Trade, which is responsible for promoting British trade across the world and ensuring the UK takes advantage of the huge opportunities open to us. We are building up our trade policy capability. ​The new Department has begun a process to recruit and train staff to work on the UK’s trade policy. We will adapt the resource devoted to trade policy in line with future demands.</p><p><strong> </strong></p><p><strong> </strong></p><p><strong> </strong></p>","Hands, Greg",2016-09-01,Labour
"Cunningham, Jim","To ask the Secretary of State for International Trade, what estimate he has made of the time that will be required for the UK to reach a trade deal with the EU; and if he will make a statement.",43352,Coventry South,2016-07-19,<p>It is in the interests of all parties to secure an agreement that provides the basis for the fullest possible market access. The timescale will partly be determined by the discussions held prior to Brexit.</p><p> </p>,"Garnier, Mark",2016-07-25,Labour
"Butler, Dawn","To ask the Secretary of State for International Trade, what plans his Department has to develop a trade deal with Jamaica.",43600,Brent Central,2016-07-20,"<p>Until we have left the EU, the UK will remain a member of the EU with all of the rights and obligations that membership entails.</p><p>In due course, Britain will be leaving the EU. This offers us an opportunity to forge a new role for ourselves in the world: to negotiate, in time, our own trade agreements, including with developing countries, and to be a positive and powerful force for free trade. The Prime Minister has established the Department for International Trade to promote British trade across the world and ensure the UK takes advantage of the huge opportunities open to us. The Government is currently reviewing its trade policy. We will engage fully with a broad range of stakeholders, including both governments and business over the coming weeks and months as we prepare for the negotiation with the EU and other international partners.</p><p> </p>","Hands, Greg",2016-09-09,Labour
"Menzies, Mark","To ask the Secretary of State for International Trade, what steps his Department is taking to negotiate a trade deal with the Mercosur trading bloc.",43476,Fylde,2016-07-20,"<p>The EU is currently negotiating a trade deal with Mercosur. Until we have left the EU, the UK will remain a member of the EU with all of the rights and obligations that membership entails.</p><p>In due course, Britain will be leaving the EU. This offers us an opportunity to forge a new role for ourselves in the world: to negotiate, in time, our own trade agreements and to be a positive and powerful force for free trade. The Prime Minister has established the Department for International Trade to promote British trade across the world and ensure the UK takes advantage of the huge opportunities open to us. The Government is currently reviewing its trade policy. We will engage fully with a broad range of stakeholders, including both governments and business over the coming weeks and months as we prepare for the negotiation with the EU and other international partners.</p><p> </p>","Hands, Greg",2016-09-09,Conservative
"Ashworth, Jonathan","To ask the Secretary of State for International Trade, which Minister in his Department has responsibility for tackling corruption.",43581,Leicester South,2016-07-20,"<p>I refer the hon.Member to the answer given by my rt hon. Friend the Minister for the Cabinet Office, Ben Gummer, on 6 September 2016, UIN: <a href=""http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-09-02/44131/"" target=""_blank"">44131</a>.</p>","Fox, Dr Liam",2016-09-09,Labour (Co-op)
"Tomlinson, Justin","To ask the Secretary of State for International Trade, if his Department will look at examples of best practice in attracting foreign direct investment (a) in Swindon and (b) across the UK.",43670,North Swindon,2016-07-20,<p>The Department is continuously seeking to identify and share best practice from across the UK.</p><p>The Department works in partnership with Swindon &amp; Wiltshire Local Enterprise Partnership (LEP) and Swindon Borough Council to deliver foreign direct investment to Swindon. My officials will continue to work with them to look at further examples of best practice.</p>,"Hands, Greg",2016-09-09,Conservative
"Johnson, Diana","To ask the Secretary of State for International Trade, what preparations have been made for the UK having its own representative at the World Trade Organisation.",43547,Kingston upon Hull North,2016-07-20,<p>The UK has been a member of the World Trade Organisation (WTO) in its own right since the establishment of the WTO in 1995. The UK Ambassador and Permanent Representative to the WTO is currently Julian Braithwaite.</p>,"Hands, Greg",2016-09-09,Labour
"Watson, Tom","To ask the Secretary of State for International Trade, what assessment he has made of the options for new forms of economic relationships with countries outside the EU.",43749,West Bromwich East,2016-07-20,<p>Leaving the EU offers us an opportunity to forge a new role for ourselves in the world: to negotiate our own trade agreements and to be a positive and powerful force for free trade.</p><p>My right hon. Friend the Prime Minister has established the Department for International Trade to promote British trade across the world and ensure the UK takes advantage of the huge opportunities open to us. We are exploring a range of options to maximise the opportunities for the UK’s future trading relations.</p>,"Hands, Greg",2016-09-09,Labour
